canonical,name,region,type,population
"Kirkland, Washington, United States",Kirkland,Washington,City,87281
"Menifee, California, United States",Menifee,California,City,87174
"Newport Beach, California, United States",Newport Beach,California,City,87127
"Tracy, California, United States",Tracy,California,City,87075
"Citrus Heights, California, United States",Citrus Heights,California,City,87056
"Bend, Oregon, United States",Bend,Oregon,City,87014
"Canton, Michigan, United States",Canton,Michigan,City,86825
"Lehigh Acres, Florida, United States",Lehigh Acres,Florida,City,86784
"Greenburgh, New York, United States",Greenburgh,New York,City,86764
"Bloomington, Minnesota, United States",Bloomington,Minnesota,City,86435
"West Town, Illinois, United States",West Town,Illinois,City,86429
"Germantown, Maryland, United States",Germantown,Maryland,City,86395
"Clifton, New Jersey, United States",Clifton,New Jersey,City,86334
"Duluth, Minnesota, United States",Duluth,Minnesota,City,86110
"Champaign, Illinois, United States",Champaign,Illinois,City,86096
"Near North Side, Illinois, United States",Near North Side,Illinois,City,85711
"Chino, California, United States",Chino,California,City,85595
"Alhambra, California, United States",Alhambra,California,City,85551
"Ogden, Utah, United States",Ogden,Utah,City,85444
"Redwood City, California, United States",Redwood City,California,City,85288
"Bellingham, Washington, United States",Bellingham,Washington,City,85146
"O'Fallon, Missouri, United States",O'Fallon,Missouri,City,85040
"Hoover, Alabama, United States",Hoover,Alabama,City,84848
"Melbourne, Florida, United States",Melbourne,Florida,City,84678
"Danbury, Connecticut, United States",Danbury,Connecticut,City,84657
"East Norwalk, Connecticut, United States",East Norwalk,Connecticut,City,84530
"Edinburg, Texas, United States",Edinburg,Texas,City,84497
"Sunrise, Florida, United States",Sunrise,Florida,City,84439
"Bloomington, Indiana, United States",Bloomington,Indiana,City,84067
"Cicero, Illinois, United States",Cicero,Illinois,City,83886
"Hemet, California, United States",Hemet,California,City,83861
"San Pedro, California, United States",San Pedro,California,City,83556
"Ahwatukee Foothills, Arizona, United States",Ahwatukee Foothills,Arizona,City,83464
"Johns Creek, Georgia, United States",Johns Creek,Georgia,City,83335
"Mission, Texas, United States",Mission,Texas,City,83298
"Troy, Michigan, United States",Troy,Michigan,City,83280
"Buena Park, California, United States",Buena Park,California,City,83270
"Mid-City, California, United States",Mid-City,California,City,83000
"Palm Coast, Florida, United States",Palm Coast,Florida,City,82893
"Fayetteville, Arkansas, United States",Fayetteville,Arkansas,City,82830
"Sioux City, Iowa, United States",Sioux City,Iowa,City,82821
"Lake Forest, California, United States",Lake Forest,California,City,82492
"Merced, California, United States",Merced,California,City,82436
"Longview, Texas, United States",Longview,Texas,City,82287
"Bryan, Texas, United States",Bryan,Texas,City,82118
"Westland, Michigan, United States",Westland,Michigan,City,82000
"Warwick, Rhode Island, United States",Warwick,Rhode Island,City,81699
"Lakewood, California, United States",Lakewood,California,City,81611
"Farmington Hills, Michigan, United States",Farmington Hills,Michigan,City,81330
"San Tan Valley, Arizona, United States",San Tan Valley,Arizona,City,81321
"Mount Pleasant, South Carolina, United States",Mount Pleasant,South Carolina,City,81317
"Cranston, Rhode Island, United States",Cranston,Rhode Island,City,81073
"Largo, Florida, United States",Largo,Florida,City,81000
"Homestead, Florida, United States",Homestead,Florida,City,80737
"South Suffolk, Virginia, United States",South Suffolk,Virginia,City,80690
"Avondale, Arizona, United States",Avondale,Arizona,City,80684
"Tustin, California, United States",Tustin,California,City,80583
"Mountain View, California, United States",Mountain View,California,City,80435
"Napa, California, United States",Napa,California,City,80434
"Somerville, Massachusetts, United States",Somerville,Massachusetts,City,80318
"Kendall, Florida, United States",Kendall,Florida,City,80241
"Lawrence, Massachusetts, United States",Lawrence,Massachusetts,City,80231
"Parma, Ohio, United States",Parma,Ohio,City,79937
"New Rochelle, New York, United States",New Rochelle,New York,City,79846
"Lynchburg, Virginia, United States",Lynchburg,Virginia,City,79812
"Medford, Oregon, United States",Medford,Oregon,City,79805
"Deerfield Beach, Florida, United States",Deerfield Beach,Florida,City,79768
"Sylmar, California, United States",Sylmar,California,City,79614
"Pleasanton, California, United States",Pleasanton,California,City,79510
"Belmont Cragin, Illinois, United States",Belmont Cragin,Illinois,City,79159
"Brooklyn Park, Minnesota, United States",Brooklyn Park,Minnesota,City,79149
"Goodyear, Arizona, United States",Goodyear,Arizona,City,79003
"Kennewick, Washington, United States",Kennewick,Washington,City,78896
"Alameda, California, United States",Alameda,California,City,78630
"Town 'n' Country, Florida, United States",Town 'n' Country,Florida,City,78442
"Bellflower, California, United States",Bellflower,California,City,78441
"Chino Hills, California, United States",Chino Hills,California,City,78309
"Bloomington, Illinois, United States",Bloomington,Illinois,City,78292
"Alafaya, Florida, United States",Alafaya,Florida,City,78113
"Springdale, Arkansas, United States",Springdale,Arkansas,City,77859
"Racine, Wisconsin, United States",Racine,Wisconsin,City,77742
"Hammond, Indiana, United States",Hammond,Indiana,City,77614
"Milpitas, California, United States",Milpitas,California,City,77604
"Gary, Indiana, United States",Gary,Indiana,City,77156
"Scranton, Pennsylvania, United States",Scranton,Pennsylvania,City,77118
"Baldwin Park, California, United States",Baldwin Park,California,City,77071
"Auburn, Washington, United States",Auburn,Washington,City,77006
"Fishers, Indiana, United States",Fishers,Indiana,City,76794
"Saint Joseph, Missouri, United States",Saint Joseph,Missouri,City,76780
"Pharr, Texas, United States",Pharr,Texas,City,76538
"Upland, California, United States",Upland,California,City,76443
"Folsom, California, United States",Folsom,California,City,76375
"Baytown, Texas, United States",Baytown,Texas,City,76335
"San Ramon, California, United States",San Ramon,California,City,76134
"Camden, New Jersey, United States",Camden,New Jersey,City,76119
"Lake Charles, Louisiana, United States",Lake Charles,Louisiana,City,76070
"Kalamazoo, Michigan, United States",Kalamazoo,Michigan,City,76041
"Arlington Heights, Illinois, United States",Arlington Heights,Illinois,City,75926
"Plymouth, Minnesota, United States",Plymouth,Minnesota,City,75907
"South Ozone Park, New York, United States",South Ozone Park,New York,City,75878
"Doral, Florida, United States",Doral,Florida,City,75874
"Waterford, Michigan, United States",Waterford,Michigan,City,75737
"Evanston, Illinois, United States",Evanston,Illinois,City,75527
"Manteca, California, United States",Manteca,California,City,75448
"Wyoming, Michigan, United States",Wyoming,Michigan,City,75275
"Loveland, Colorado, United States",Loveland,Colorado,City,75182
"Cheektowaga, New York, United States",Cheektowaga,New York,City,75178
"Kings Bridge, New York, United States",Kings Bridge,New York,City,75132
"Bismarck, North Dakota, United States",Bismarck,North Dakota,City,75092
"Perris, California, United States",Perris,California,City,74971
"Bethlehem, Pennsylvania, United States",Bethlehem,Pennsylvania,City,74892
"Albany, Georgia, United States",Albany,Georgia,City,74843
"Schaumburg, Illinois, United States",Schaumburg,Illinois,City,74693
"Gastonia, North Carolina, United States",Gastonia,North Carolina,City,74543
"Brownsville, New York, United States",Brownsville,New York,City,74497
"Union City, California, United States",Union City,California,City,74494
"Bolingbrook, Illinois, United States",Bolingbrook,Illinois,City,74306
"Iowa City, Iowa, United States",Iowa City,Iowa,City,74220
"Layton, Utah, United States",Layton,Utah,City,74143
"Missouri City, Texas, United States",Missouri City,Texas,City,74139
"Appleton, Wisconsin, United States",Appleton,Wisconsin,City,74139
"Shelby, Michigan, United States",Shelby,Michigan,City,74099
"Fort Myers, Florida, United States",Fort Myers,Florida,City,74013
"Boynton Beach, Florida, United States",Boynton Beach,Florida,City,73966
"Jonesboro, Arkansas, United States",Jonesboro,Arkansas,City,73907
"South Lawndale, Illinois, United States",South Lawndale,Illinois,City,73826
"Logan Square, Illinois, United States",Logan Square,Illinois,City,73702
"Rapid City, South Dakota, United States",Rapid City,South Dakota,City,73569
"Warner Robins, Georgia, United States",Warner Robins,Georgia,City,73490
"Rochester Hills, Michigan, United States",Rochester Hills,Michigan,City,73424
"Decatur, Illinois, United States",Decatur,Illinois,City,73254
"Southfield, Michigan, United States",Southfield,Michigan,City,73156
"Saint George, Utah, United States",Saint George,Utah,City,72897
"New Britain, Connecticut, United States",New Britain,Connecticut,City,72808
"Daytona Beach, Florida, United States",Daytona Beach,Florida,City,72647
"Franklin, Tennessee, United States",Franklin,Tennessee,City,72639
"Turlock, California, United States",Turlock,California,City,72292
"Temple, Texas, United States",Temple,Texas,City,72277
"West Ridge, Illinois, United States",West Ridge,Illinois,City,72211
"Apple Valley, California, United States",Apple Valley,California,City,72174
"Lynwood, California, United States",Lynwood,California,City,71989
"Waukesha, Wisconsin, United States",Waukesha,Wisconsin,City,71970
"Canton, Ohio, United States",Canton,Ohio,City,71885
"Gulfport, Mississippi, United States",Gulfport,Mississippi,City,71856
"Pawtucket, Rhode Island, United States",Pawtucket,Rhode Island,City,71591
"Lauderhill, Florida, United States",Lauderhill,Florida,City,71579
"Rock Hill, South Carolina, United States",Rock Hill,South Carolina,City,71548
"Silver Spring, Maryland, United States",Silver Spring,Maryland,City,71452
"West Gulfport, Mississippi, United States",West Gulfport,Mississippi,City,71329
"Flower Mound, Texas, United States",Flower Mound,Texas,City,71253
"Centreville, Virginia, United States",Centreville,Virginia,City,71135
"Lafayette, Indiana, United States",Lafayette,Indiana,City,71111
"Passaic, New Jersey, United States",Passaic,New Jersey,City,71085
"Riverview, Florida, United States",Riverview,Florida,City,71050
"Redlands, California, United States",Redlands,California,City,71035
"Missoula, Montana, United States",Missoula,Montana,City,71022
"Rancho Cordova, California, United States",Rancho Cordova,California,City,71017
"Wilmington, Delaware, United States",Wilmington,Delaware,City,70898
"New Braunfels, Texas, United States",New Braunfels,Texas,City,70543
"Cherry Hill, New Jersey, United States",Cherry Hill,New Jersey,City,70475
"Flagstaff, Arizona, United States",Flagstaff,Arizona,City,70320
"Muncie, Indiana, United States",Muncie,Indiana,City,70087
"Mira Mesa, California, United States",Mira Mesa,California,City,70000
"Woodland Hills, California, United States",Woodland Hills,California,City,70000
"Weston, Florida, United States",Weston,Florida,City,69959
"Frederick, Maryland, United States",Frederick,Maryland,City,69479
"Pasco, Washington, United States",Pasco,Washington,City,69451
"Pittsburg, California, United States",Pittsburg,California,City,69424
"Ridgewood, New York, United States",Ridgewood,New York,City,69317
"Palatine, Illinois, United States",Palatine,Illinois,City,69308
"North Richland Hills, Texas, United States",North Richland Hills,Texas,City,69204
"Union City, New Jersey, United States",Union City,New Jersey,City,69156
"Kissimmee, Florida, United States",Kissimmee,Florida,City,69152
"Walnut Creek, California, United States",Walnut Creek,California,City,68910
"Cordova, Tennessee, United States",Cordova,Tennessee,City,68779
"Mount Vernon, New York, United States",Mount Vernon,New York,City,68628
"Conroe, Texas, United States",Conroe,Texas,City,68602
"Dothan, Alabama, United States",Dothan,Alabama,City,68567
"Northridge, California, United States",Northridge,California,City,68469
